SurveyArea,LGA,BushlandOrUrban,Methodology,Date,Time,TransectID,Year,SurveyNumber,SiteNumber,SiteName,Transect,SightingNumber,Distance_m,Bearing,AgeStatus,NumberOfAdults,NumberOfSubadults,NumberOfJuveniles,Sex,Disease,Waypoint,Eastings,Northings,TreeSpecies,HeightOfKoalaInTree_m,HeightOfTree_m,DBH_cm,CrownSize_m,CrownDensity_percentage,OldTransectNumber
Koala Coast,Logan City,Bushland,Strip-transect,18/11/2010,12:55:00,201000111,2010,20,1,Daisy Hill ,11,1,N/A,N/A,A*,1,0,0,F,N,D1 W609,514876,6945396,E. carnea,12,15,25.9,6,45,11
Koala Coast,Logan City,Bushland,Strip-transect,18/11/2010,17:00:00,201000113,2010,20,1,Daisy Hill ,13,1,N/A,N/A,A,1,0,0,M,N,D1 W610,515153,6945857,E. microcorys,22,24,70.7,12,60,13
Koala Coast,Redland City,Bushland,Strip-transect,13/12/2010,10:20:00,201000201,2010,20,2,Point Halloran,1,1,N/A,N/A,A,1,0,0,F,C,D2 W092,529510,6950407,Alphitonia excelsa,9,14,41.1,10,60,1
Koala Coast,Redland City,Bushland,Strip-transect,13/12/2010,13:05:00,201000204,2010,20,2,Point Halloran,4,1,N/A,N/A,A*,1,0,0,F,N,D2 W093,529297,6950453,Malaleuca quinquenervia,9,12,17.4,4,65,4
Koala Coast,Redland City,Bushland,Strip-transect,13/12/2010,13:05:00,201000204,2010,20,2,Point Halloran,4,2,N/A,N/A,J*,0,0,1,F,N,D2 W093,529297,6950453,Malaleuca quinquenervia,8,12,17.4,4,65,4
Koala Coast,Redland City,Bushland,Strip-transect,13/12/2010,15:10:00,201000205,2010,20,2,Point Halloran,5,1,N/A,N/A,A,1,0,0,F,C,D2 W094,529235,6950699,E. tereticornis,12,16,41.8,11,55,5
Koala Coast,Redland City,Bushland,Strip-transect,13/12/2010,15:35:00,201000206,2010,20,2,Point Halloran,6,1,N/A,N/A,A,1,0,0,F,T,D2 W095,529130,6950526,E. tereticornis,14,18,62.5,12,55,6
Koala Coast,Redland City,Bushland,Strip-transect,13/12/2010,16:10:00,201000207,2010,20,2,Point Halloran,7,1,N/A,N/A,A,1,0,0,F,T,D2 W096,529072,6950491,Malaleuca quinquenervia,13,14,33.8,4,70,7
Koala Coast,Redland City,Bushland,Strip-transect,13/12/2010,16:35:00,201000208,2010,20,2,Point Halloran,8,1,N/A,N/A,A,1,0,0,F,N,D2 W097,528920,6950438,E. tereticornis,14,18,60.5,12,65,8
Koala Coast,Redland City,Bushland,Strip-transect,13/12/2010,16:45:00,201000208,2010,20,2,Point Halloran,8,2,N/A,N/A,A,1,0,0,M,N,D2 W098,528920,6950342,E. siderophloia,9,10,16,3,70,8
Koala Coast,Redland City,Bushland,Strip-transect,19/10/2010,10:50:00,201000302,2010,20,3,Gravel Reserve,2,1,N/A,N/A,A,1,0,0,M,N,D1 W539,521615,6953730,E. microcorys,18,22,16.3,13,65,2
Koala Coast,Redland City,Bushland,Strip-transect,19/10/2010,16:03:00,201000313,2010,20,3,Gravel Reserve,13,2,N/A,N/A,A,1,0,0,M,N,D1 W540,520935,6954086,E. microcorys,14,18,47.7,11,65,13
Koala Coast,Redland City,Bushland,Strip-transect,9/12/2010,10:45:00,201000401,2010,20,4,McDonald McMillan,1,1,N/A,N/A,A,1,0,0,M,C,D2 W663,523085,6955377,E. racemosa,8,15,64.3,13,60,1
Koala Coast,Redland City,Bushland,Strip-transect,9/12/2010,11:13:00,201000402,2010,20,4,McDonald McMillan,2,1,N/A,N/A,A,1,0,0,M,N,D2 W664,522974,6955390,E. racemosa,14,17,50.9,16,60,2
Koala Coast,Brisbane City,Bushland,Strip-transect,9/11/2010,12:50:00,201000510,2010,20,5,JC Trotter,10,1,N/A,N/A,J*,0,0,1,F,N,D2 W042,517008,6952087,E. racemosa,7,9,19.7,5,45,10
Koala Coast,Brisbane City,Bushland,Strip-transect,10/11/2010,13:05:00,201000510,2010,20,5,JC Trotter,10,2,N/A,N/A,A,1,0,0,F,N,D2 W043,516927,6952103,E. racemosa,14,17,39.1,7,45,10
Koala Coast,Brisbane City,Bushland,Strip-transect,11/11/2010,17:00:00,201000516,2010,20,5,JC Trotter,16,1,N/A,N/A,A,1,0,0,M,N,D2 W044,517044,6951757,E. racemosa,9,13,26.6,7,35,16
Koala Coast,Redland City,Bushland,Strip-transect,19/11/2010,16:40:00,201000608,2010,20,6,Warren Street,8,1,N/A,N/A,A,1,0,0,F,C,D2 W1065,524474,6947606,E. racemosa,13,20,58,10,60,8
Koala Coast,Redland City,Bushland,Strip-transect,23/11/2010,13:45:00,201000706,2010,20,7,Kindilan,6,1,N/A,N/A,A,1,0,0,F,T/O,D2 W066,527086,6942947,C. trachyphloia,4,5,9.1,3,40,6
Koala Coast,Redland City,Bushland,Strip-transect,16/12/2010,12:15:00,201000804,2010,20,8,Karingal,4,1,N/A,N/A,A,1,0,0,M,C,D1 W689,521170,6946616,E. siderophloia,18,27,64,15,65,4
Koala Coast,Redland City,Bushland,Strip-transect,2/12/2010,13:55:00,201000907,2010,20,9,Venman National Park,7,1,N/A,N/A,A,1,0,0,M,N,D2 W83,519767,6943323,Allocasuarina littoralis,4,8,13.8,3,5,7
Koala Coast,Redland City,Bushland,Strip-transect,2/12/2010,14:40:00,201000908,2010,20,9,Venman National Park,8,1,N/A,N/A,A,1,0,0,F,N,D1 W652,520510,6942951,E. seeana,7,13,26.4/15.2,6,60,8
Koala Coast,Redland City,Bushland,Strip-transect,17/12/2010,13:30:00,201000909,2010,20,9,Venman National Park,9,1,N/A,N/A,A,1,0,0,F,N,D2 W110,520014,6942972,Acacia sp.,7,8,7.8,2,65,9
Koala Coast,Redland City,Bushland,Strip-transect,17/12/2010,14:10:00,201000909,2010,20,9,Venman National Park,9,2,N/A,N/A,A,1,0,0,F,N,D2 W111,519614,6943059,Allocasuarina littoralis,7,8,21.5,7,30,9
Koala Coast,Redland City,Bushland,Strip-transect,9/12/2010,12:55:00,201001105,2010,20,11,ACMA Commonwealth Land,5,1,N/A,N/A,A,1,0,0,F,N,,519679,6956916,E. siderophloia,16,21,43,8,55,5
Koala Coast,Redland City,Bushland,Strip-transect,9/12/2010,13:10:00,201001105,2010,20,11,ACMA Commonwealth Land,5,2,N/A,N/A,A,1,0,0,M,C,,519640,6956948,E. tereticornis,10,17,35.5,10,60,5
Koala Coast,Redland City,Bushland,Strip-transect,9/12/2010,16:10:00,201001111,2010,20,11,ACMA Commonwealth Land,11,1,N/A,N/A,A,1,0,0,F,T,,519444,6957382,Angophara woodsiana,8,10,25,4,55,11
Koala Coast,Redland City,Bushland,Strip-transect,17/12/2010,9:30:00,201001113,2010,20,11,ACMA Commonwealth Land,13,1,N/A,N/A,A,1,0,0,F,N,D2 W109,520360,6957276,L. suaveolens,8,12,26,5,55,13
Koala Coast,Brisbane City,Bushland,Strip-transect,25/11/2010,10:00:00,201001304,2010,20,13,Burbank,4,1,N/A,N/A,A,1,0,0,F,C,D2 W070,516753,6949644,E. propinqua,9,14,23,4,40,4
Koala Coast,Brisbane City,Bushland,Strip-transect,25/11/2010,10:00:00,201001304,2010,20,13,Burbank,4,2,N/A,N/A,A,1,0,0,F,H,D2 W071,516723,6949686,L. confertus,5,8,8.5,4,45,4
Koala Coast,Brisbane City,Bushland,Strip-transect,25/11/2010,10:32:00,201001304,2010,20,13,Burbank,4,3,N/A,N/A,A,1,0,0,M,H,D2 W072,516824,6949612,E. propinqua,18,22,42,10,50,4
Koala Coast,Brisbane City,Bushland,Strip-transect,25/11/2010,11:18:00,201001304,2010,20,13,Burbank,4,4,N/A,N/A,A,1,0,0,F,H,D2 W073,517526,6949503,E. trachyphloia,16,18,28,5,70,4
Koala Coast,Brisbane City,Bushland,Strip-transect,25/11/2010,12:20:00,201001306,2010,20,13,Burbank,6,1,N/A,N/A,A,1,0,0,M,N,D1 W645,517871,6949837,E. propinqua,9,21,28.4,7,65,6
Koala Coast,Brisbane City,Bushland,Strip-transect,25/11/2010,12:40:00,201001306,2010,20,13,Burbank,6,2,N/A,N/A,A,1,0,0,M,N,D1 W646,517736,6949863,C. intermedia,6,11,15.6,5,60,6
Koala Coast,Brisbane City,Bushland,Strip-transect,25/11/2010,13:30:00,201001306,2010,20,13,Burbank,6,3,N/A,N/A,A,1,0,0,F,T,D1 W647,517149,6949995,E. propinqua,8,11,13.9,3,55,6
Koala Coast,Brisbane City,Bushland,Strip-transect,25/11/2010,14:00:00,201001306,2010,20,13,Burbank,6,4,N/A,N/A,A*,1,0,0,F,N,D1 W648,517178,6949899,L. suaveolens,13,16,40,5,65,6
Koala Coast,Brisbane City,Bushland,Strip-transect,25/11/2010,14:00:00,201001306,2010,20,13,Burbank,6,5,N/A,N/A,J*,0,0,1,U,U,D1 W648,517178,6949899,L. suaveolens,13,16,40,5,65,6
Koala Coast,Brisbane City,Bushland,Strip-transect,25/11/2010,13:30:00,201001307,2010,20,13,Burbank,7,5,N/A,N/A,A,1,0,0,F,U,D2 W074,516842,6950129,E. tindaliae,16,20,34,8,45,7
Koala Coast,Brisbane City,Bushland,Strip-transect,25/11/2010,16:30:00,201001309,2010,20,13,Burbank,9,1,N/A,N/A,A*,1,0,0,F,C,D1 W049,517243,6950426,L. suaveolens,8,,20.5,3,20,9
Koala Coast,Brisbane City,Bushland,Strip-transect,25/11/2010,16:30:00,201001309,2010,20,13,Burbank,9,2,N/A,N/A,J*,0,0,1,U,U,D1 W049,517243,6950426,L. suaveolens,8,,20.5,3,20,9
Koala Coast,Brisbane City,Bushland,Strip-transect,25/11/2010,16:50:00,201001309,2010,20,13,Burbank,9,3,N/A,N/A,A,1,0,0,M,N,D1 W650,517336,6950417,E. carnea,18,20,44.5,9,55,9
Koala Coast,Redland City,Bushland,Strip-transect,13/10/2010,12:19:00,201001401,2010,20,14,Sewage Works,1,1,N/A,N/A,A,1,0,0,F,N,D1 W523,524518,6954624,E. microcorys,11,12,87.5,9,65,1
Koala Coast,Redland City,Bushland,Strip-transect,13/10/2010,13:00:00,201001402,2010,20,14,Sewage Works,2,1,N/A,N/A,A,1,0,0,M,N,D1 W524,524362,6954571,E. racemosa,14,20,74,9,65,2
Koala Coast,Redland City,Bushland,Strip-transect,14/10/2010,12:55:00,201001404,2010,20,14,Sewage Works,4,1,N/A,N/A,A,1,0,0,F,N,D1 W525,523802,6954235,E. racemosa,16,50,33.8,4,55,4
Koala Coast,Redland City,Bushland,Strip-transect,14/10/2010,13:28:00,201001404,2010,20,14,Sewage Works,4,2,N/A,N/A,A,1,0,0,F,N,D1 W526,523711,6954334,E. racemosa,14,17,40.5,8,55,4
Koala Coast,Brisbane City,Bushland,Strip-transect,26/10/2010,10:50:00,201001601,2010,20,16,Tingalpa Rail,1,1,N/A,N/A,A,1,0,0,M,N,D1 W548,518162,6960601,E. seeana,9,11,32.8,3,5,1
Koala Coast,Brisbane City,Bushland,Strip-transect,26/10/2010,12:00:00,201001601,2010,20,16,Tingalpa Rail,1,2,N/A,N/A,A,1,0,0,F,T,D1W549,518848,6960479,E. seeana,6,13,26.4/34.2,8,40,1
Koala Coast,Brisbane City,Bushland,Strip-transect,26/10/2010,12:10:00,201001601,2010,20,16,Tingalpa Rail,1,3,N/A,N/A,A*,1,0,0,F,N,D1 W550,518836,6960482,E. siderophloia,14,17,45.7,12,55,1
Koala Coast,Brisbane City,Bushland,Strip-transect,26/10/2010,12:10:00,201001601,2010,20,16,Tingalpa Rail,1,4,N/A,N/A,J*,0,0,1,U,U,D1 W550,518836,6960482,E. siderophloia,14,17,45.7,12,55,1
Koala Coast,Brisbane City,Bushland,Strip-transect,26/10/2010,14:30:00,201001603,2010,20,16,Tingalpa Rail,3,1,N/A,N/A,A,1,0,0,M,N,D1 W551,518043,6960462,E. siderophloia,8,12,34.4,5,55,3
Koala Coast,Brisbane City,Bushland,Strip-transect,27/10/2010,10:10:00,201001605,2010,20,16,Tingalpa Rail,5,1,N/A,N/A,A,1,0,0,F,N,D1 W552,518325,6960147,C. intermedia,11,12,31.9,6,55,5
Koala Coast,Brisbane City,Bushland,Strip-transect,27/10/2010,11:30:00,201001607,2010,20,16,Tingalpa Rail,7,1,N/A,N/A,S,0,1,0,F,N,D1 W563,518383,6959817,E. moluccana,4,13,37.8/10.9,7,75,7
Koala Coast,Brisbane City,Bushland,Strip-transect,8/11/2010,10:40:00,201001801,2010,20,18,Tingalpa Creek Reserve,1,7,N/A,N/A,A,1,0,0,M,N,D2 W040,517896,6957944,E. racemosa,13,18,34.7,7,55,1
Koala Coast,Brisbane City,Bushland,Strip-transect,8/11/2010,15:35:00,201001807,2010,20,18,Tingalpa Creek Reserve,7,1,N/A,N/A,A,1,0,0,F,S,D2 W041,518041,6957597,Malaleuca quinquenervia,11,12,22.3,4,55,7
Koala Coast,Redland City,Bushland,Strip-transect,22/10/2010,10:18:00,201002206,2010,20,22,Bayview,6,1,N/A,N/A,A*,1,0,0,F,N,D1 W547,526526,6941763,E. racemosa,17,20,64,8,60,6
Koala Coast,Redland City,Bushland,Strip-transect,22/10/2010,10:18:00,201002206,2010,20,22,Bayview,6,2,N/A,N/A,J*,0,0,1,U,U,D1 W547,526526,6941763,E. racemosa,17,20,64,8,60,6
Koala Coast,Logan City,Bushland,Strip-transect,15/12/2010,12:30:00,201002501,2010,20,25,Neville Lawrie,1,1,N/A,N/A,A,1,0,0,F,S,D1 W685,517588,6944345,C. citriodora,14,17,31.9,7,50,1
Koala Coast,Logan City,Bushland,Strip-transect,15/12/2010,12:43:00,201002501,2010,20,25,Neville Lawrie,1,2,N/A,N/A,A,1,0,0,F,T,D1 W686,517577,6944297,C. trachyphloia,5,7,13.1,3,45,1
Koala Coast,Logan City,Bushland,Strip-transect,15/12/2010,13:00:00,201002501,2010,20,25,Neville Lawrie,1,3,N/A,N/A,A,1,0,0,M,C,D1 W687,517464,6944376,L. confertus,8,11,17.5,5,80,1
Koala Coast,Logan City,Bushland,Strip-transect,15/12/2010,13:40:00,201002501,2010,20,25,Neville Lawrie,1,4,N/A,N/A,A,1,0,0,F,T,D1 W688,516816,6944539,Allocasuarina littoralis,9,10,19,7,60,1
Koala Coast,Logan City,Bushland,Strip-transect,15/12/2010,9:50:00,201002502,2010,20,25,Neville Lawrie,2,1,N/A,N/A,A,1,0,0,F,"T, O",D1 W682,516808,6946695,Alphitonia excelsa,4,6,7,2,55,2
